,0
370,"SKT 스마트팩토리, 아시아 최고 5G 혁신사례로 선정"
371," SKT, ‘ 아시아 어워드’ 7개 부문 수상"
372,"SK ""추억의 사진, AI로 생생하게"""
373,"""지니·아리아"" 보면서 불러요..이통사 'AI스피커 2차대전'"
374,"SKT, ICT 돌봄서비스 시행..독거노인에 AI스피커 제공"
375,'SKT 5GX 마법 사진관'에서 옛 사진 화질 업그레이드
376,"SKT ""흐릿한 옛 사진을 고화질로""..마법사진관 오픈"
377,"""1곡 분석 3초"" AI 추천음악의 비밀"
378,"AI 품은 TV 공개한 KT, SKT ‘누구 네모’에 맞불"
379,"글로벌 5G 시장 개척, CEO가 직접 나선다"
380,1700대 5G 버스·택시 서울시내 달린다
381,"SKT, 독거 어르신 'ICT 돌봄'..'ICT케어센터' 도입"
382,"보험업계, 인슈어테크 역량 강화..보험 신성장동력"
383,서울시 '5G 자율주행 버스·택시' 밑그림 그린다
384,"SKT-MS, 첨단 ICT 분야 MOU 체결"
385,"""옛사진 고화질로 간직하세요""..SKT, 5GX 마법 사진관 이벤트"
386, 5G에 대한 물음표가 느낌표로 바뀌는 곳 ‘티움’에 가다
387,"SK-서울시, 시내버스·택시 등 5G 기반 대중교통 구축"
388,"SKT, AI 슈퍼노바로 반도체품질평가·영상품질개선"
389,"SKT "" 매출 감소세 바닥 쳤다""..1분기 영업익 3226억원(상보)"
390,"SKT ""추억의 사진 고화질로 업그레이드 해드립니다"""
391,"SKT ""5G로 옛 사진 화질 높여 드려요"""
392,"MS·SKT, ICT 분야 포괄적 협력 강화"
393, 티몬 개인화 쇼핑 서비스 포유·쿠첸 나 혼자 ...
394, SKT 'AI미디어 추천 기술' GSMA서 호평
395,"SKT, MS와 첨단 ICT 분야 포괄적 협력 강화"
396,"SKT ""5G로 옛 사진 화질 높이고 롯데타워 불꽃축제 VR 생중계"""
397," “OO야, 끝말잇기 하자” SKT ’누구‘ vs KT..."
398,"SKT-MS, 첨단 ICT 분야 포괄적 협력 강화"
399,"SKT-MS, 첨단 ICT 분야 포괄적 협력 강화한다"
400,"운동량·운전습관 등 분석 보험료 할인·캐시백..보험사, 첨단기술 ..."
401,"""5G 신사업 같이 하자"" 한국에 먼저 손 내민 글로벌 기업들"
402,"SKT-MS, 첨단 ICT 분야 포괄적 협력 강화"
403,"MS-SKT, 5G 네트워크·클라우드 결합사업 추진"
404," 체험 위주의 SKT와 자율주행의 KT, 5G 맞나?"
405,"SKT, MS와 첨단 ICT 분야 포괄적 협력 강화"
406,"SKT, MS와 첨단 ICT 분야 포괄적 협력 강화"
407,"SKT, MS와 첨단 ICT 분야 포괄적 협력 강화"
408,‘MS 파워’로 게임 체인저 등극 출사표 던진 SKT
409,"MS-SKT, 5G 네트워크·클라우드 결합 사업 공동 추진"
410,"현대차-SKT, 고객 응대용 AI 로봇 개발에 '맞손'"
411,"SKT, 역대 최초 T맵 일간 사용자수 400만 돌파"
412,"SK플래닛·중기부·SKT, 국내 최대 앱개발경진대회 개최"
413,"마이크로소프트-SKT, 첨단 ICT 분야 포괄적 협력 강화"
414,"SKT, MWC서 AI '슈퍼노바' 공개"
415,"SKT-MS, 첨단 ICT 분야 포괄적 협력 강화나서"
416,"MS-SKT, 첨단 ICT 분야에서 포괄적 협력 강화"
417,"SKT, MS와 첨단 ICT 분야 포괄적 협력 강화"
418,"마이크로소프트-SKT, 첨단 ICT 분야 포괄적 협력 강화"
419,"SKT-MS, 5G  클라우드 역량 합친다"
420,"SKT 5GX 슈퍼노바, 검색해서 퀴즈 풀면 ‘에어팟’ 제공?…이벤트 ..."
421,"SKT, 5G 네트워크와 클라우드 결합해 다양한 사업 기회 발굴한다"
422,"KT·LGU+ 보이는 AI스피커, 결합상품 가입시 0원…SKT는 보상판매"
423,< ICT & Science >이상상황 감지.. 긴급출동 명령도 '스스로'
424,"SKT-연세의료원, '5G 디지털혁신병원' 연다"
425,"SKT-MS, 첨단 ICT 분야 MOU 강화…사업 기회 발굴한다"
426,"""옛날 사진 선명하게 해드려요""..SKT '5GX 마법 사진관' 이벤트 진행"
427,"SKT 모바일 에지 컴퓨팅, 글로벌 호평"
428,"AI 스피커, 이젠 화면으로 승부"
429,"핀크, SKT와 협업 'T전화송금' 서비스 출시"
430,"SKT-MS, 5G 네트워크·클라우드 결합해 사업 기회 발굴"
431,"SKT-MS, 첨단 ICT 분야 포괄적 협력으로 ‘게임 체인저’ 선보인다"
432," SKT, ICT 돌봄 서비스..독거노인 2,100명에 AI스피커"
433,"SKT ""T맵 하루 사용자 400만 돌파..역대 최다"""
434,"마이크로소프트-SKT, 5G 네트워크·클라우드 결합해 사업 발굴"
435,"인슈어테크 적극 활용하는 보험사 ""위험 줄이고 효율 높이고"""
436,"SKT 5gx 슈퍼노바, 5GX급 속도로 퀴즈 맞히면 에어팟이 공짜"
437,"SKT 모바일 에지 컴퓨팅, 리딩 라이트 어워드 수상"
438,"SKT-KT-구글-네이버, '화면 달린 AI스피커' 전쟁"
439,'5G 버스-택시' 하반기부터 서울도심 운행
440,"평균 4시간 중국어플 대신, SKT 5GX 마법사진관 이벤트 인기"
441,"'옛날 사진 고화질로' t 5gx 슈퍼노바 이벤트, 에어팟·치킨·아..."
442,"이통 3사, ICT 기술로 '따뜻한 대한민국' 만든다"
443,SKT 1분기 매출 4조3349억
444,"SKT, 5G·AI 생활상 제시..글로벌 ICT 이정표"
445,"SKT 'MEC' 기술, '최고 혁신 전략' 선정"
446,자율주행 버스·택시 쌩쌩.. '5G 서울' 속도낸다
447,SKT 1분기 영업익 소폭 감소
448," SKT ""5G-AI혁신..글로벌 ICT 이정표 세운다"""
449,"SKT, MS와 차세대 ICT 분야에서 폭넓은 협업 강화"
450,"SKT, 이동 매출↓..미디어·보안·커머스는 ↑(종합)"
451,"'SKT 5GX 슈퍼노바 ""흐릿하고 희미한 옛 사진을 고화질로""…마법사..."
452,"마이크로소프트-SKT,' 5G∙클라우드' 결합 신사업 발굴한다"
453,"SKT, '누구' 서비스 개발 공모전 최우수상에 '세 줄 일기 감성 오디오'"
454,"희미한 옛 사진, 'AI 슈퍼노바' 기술로 선명해진다"
455,"‘자율주행 성큼’ 5G 버스‧택시 1700대, 서울시내 일반도로 달린다"
456,"SKT-MS ""‘게임 체인저’로 도약""…MOU 체결"
457,"SKT, 1Q 영업익 3226억..전년비 0.9%↓"
458,SKT·MS '맞손'…스마트팩토리 사업 공동 추진
459,"SKT, AI 빅데이터 분석솔루션 '메타트론' 오픈소스 공개"
460,"SKT, 1분기 영업이익 3226억…전년비 0.9% ↓"
461,"SKT, 5G 핵심 기술 세계적으로 우수성 인정"
462,"SKT-MS, ICT 분야 포괄적 협력 합의…""게임 체인저 발굴"""
463,"SKT, MS와 첨단 ICT분야 포괄적 협력…'게임 체인저' 선보일 것"
464,"SKT, 1분기 매출 4조3349억·영업익 3226억원"
465,"대구銀-핀크-SKT, 디지털금융 활성화 MOU"
466,"SKT, 5G+AI 미래 생활상 제시"
467,"SKT-MS, ICT 분야 포괄적 협력 합의…""게임 체인저 발굴"""
468,"'5G와 클라우드 결합'…MS-SKT, ICT 분야 포괄적 협력 강화"
469,"SKT MEC 기술, 글로벌 우수성 인정..美 어워드서 수상"
470,"SKT 5G MEC 기술, 美 '리딩 라이트 어워드' 수상"
471,"SKT, 홀로그램 병문안 되는 '5G 디지털혁신병원' 연다"
472,"SKT, 1분기 매출 4.3조.. 수익 감소 완화"
473,"SKT, MWC서 AI 미디어 품질개선 솔루션 '슈퍼노바' 공개"
474,"이제는 '보이는' AI 스피커 시대..이통3사, 三色 AI 기기 비교해보니"
475,"SKT, 1Q 영업익 3226억 기록…전년比 0.9% 소폭 감소"
476," 호 SKT 사장 ""5G 선도 위해 역량 결합…새로운 가치..."
477,"""5G 코리아와 손잡자"" 글로벌 기업들 러브콜"
478,"""TV 끄고 의사선생님 호출해줘"", 병실마다 말 알아듣는 AI비서"
479,"마이크로소프트-SKT, 5G 네트워크와 클라우드 결합해 다양한 사업 ..."
480," 'SKT, 7인치 디스플레이 탑재한 AI스피커 누구 네모 출시'"
481,"이통3사, 5G 킬러콘텐츠 확보전 '각양각색’"
482,"SKT, 1분기 영업익 3226억.. 전년比 0.9%↓"
483,"나델라 MS CEO 만난 호 SKT 사장…""'게임 체인저' 선보일 것"""
484,'블루웨일-KB''디렉셔널-신한''테라-IBK'.. 핀테크 동맹 확산
485,"SKT, '월드 IT쇼 2019‘서 5G·AI·IoT서비스 선보인다"
486,테라‧블루웨일‧디렉셔널 등 블록체인 업체들 은행과 '핀테크 동맹...
487,"'1조 성장' 목표 내건 SKT, 1분기 '제로성장' 그쳐(종합)"
488,"오늘(9일) 오후 2시, 5시 't 5gx 슈퍼노바' 검색→퀴즈 풀면 공짜..."
489,"SKT 이어 LGU+, 사내벤처 성과 냈다"
490,"""아들이 효자"" SKT, 1분기 영업익 3226억..자회사 효과 톡톡"
491,"박윤식 야심작, 인터넷전업사 론칭…SKT 손잡고 승부수"
492,"금감원-SKT, AI로 보이스피싱 피해예방 '맞손'"
493,"‘e스포츠’ 아시안게임 집입 논의, 종목별 최강자는 누구?"
494,"이통 3사, AI 스피커 경쟁 2라운드..이번엔 '디스플레이'"
495,SKT ‘누구 콜’ 출시…AI스피커로 무료 통화
496,"SKT, 1분기 영업익 3226억..0.9%↓ ""수익 감소 완화"""
497,"대전 서구-SKT, 스마트케어 행복 커뮤니티 프로젝트 추진"
498,MWC에서 만나는 SKT의 AI혁신
499,"SKT-연세의료원, '5G 디지털혁신병원' 만든다"
500," SKT-MS, ICT 분야 포괄 협력 MOU"
501,5G와 클라우드 결합…SKTㆍ마이크로소프트 ICT 협력
502,"""올 하반기 5G 자율주행 버스·택시 서울시내 누빈다"""
503,SKT 1분기 영업익 3천226억원..수익 감소세 완화(종합)
504,"'모모폰' 갤럭시S10 5G, LG V50 ThinQ 경쟁구도 이뤄 80% 특가 할인..."
505," SKT, ICT 돌봄 서비스..독거노인 2,100명에 AI스피커"
506,SKT 누구플레이 공모전 '세줄일기 감성 오디오' 최우수상
507,"SKT-MS, 5G·클라우드 등 ICT 분야 포괄적 협력"
508, 5월14일…日 리니지2 성공 신화 재현·수소차 늘면 ...
509,하반기 ‘5G ADAS’ 장착 시내버스 일반도로 달린다
510,"SKT, 5G·AI 혁신 기술로 글로벌 ICT 이정표 세운다"
511,"마이크로소프트-SKT, 첨단 ICT 분야 포괄적 협력 강화 5G 네트워크..."
512,"SKT, 1Q 영업익 0.89%↓..""요금할인 등  수익 감소 완화"""
513,"서구-SKT, 스마트케어 행복 커뮤니티 프로젝트 추진"
514,MWC19에서 만나는 SKT의 AI혁신
515,"SKT 공식 블로그, 'SKT 5GX 마법 사진관' 이벤트 실시"
516,SKT 1분기 영업익 3천226억원..수익 감소세 완화(종합2보)
517,'초정밀지도'로 자율車 시대 길 닦는다
518,"SKT-연세의료원, 경기 용인에 '5G 디지털 혁신병원' 구축"
519,"SKT-ADT캡스, 전남경영자총협회에 융합보안 컨설팅 제공"
520,"현대차-SKT, 고객 응대하는 AI 로봇 만든다"
521,"SKT, 어른신 돌봄 서비스 시범사업 실시…ICT 케어센터 개소"
522," SKT·KT, “'5G 서비스‘로 제대로 한 판 붙었다“"
523,자율주행차 맞이 나선 서울시..초정밀도로지도 만든다
524,"SKT-연세의료원, 용인세브란스 병원에 5G·AI 등 ICT 기술 적용"
525,"SK-서울시 협약…""5G 이용 완전자율주행 시대 앞당긴다"""
526,"양천구, SKT 행복커뮤니티 사업 참여"
527,"SKT, 누구플레이 개발 공모전서 '세줄일기 감성 오디오' 최우수상 수상"
528,"SKT-ADT캡스 전남경영자총협회, 5G 융합보안 컨설팅 MOU"
529,"옛 추억을 생생하게…SKT, 5GX 슈퍼노바 기술 활용 ‘SKT 5GX 마법 ..."
530,"SKT·ADT캡스-전남경총, 5G 기반 융합보안 컨설팅 업무협약"
531,"SK-서울시, 대중교통 자율주행 시대 앞당긴다"
532,"SK, 'SKT 5GX 마법 사진관' 이벤트 개최"
533,"SK-서울시, 대중교통에 5G 기반 기술 접목...'완전자율주행' ..."
534,"""서울 대중교통 안전시대""...시내버스에 5G 자율주행 시스템 '쏙'"
535,"양천구, SKT 행복커뮤니티 사업 참여"
536," MS, 요기요, 배달의민족, 여기어때"
537,올해 하반기 서울 시내 5G ADAS 장착 버스·택시 1700대 달린다
538,"SKT, AI 인재 영입 위해 태평양 건넜다"
539,"핀크, SK과 혁신 금융서비스 추진..카카오·토스에 맞불"
540,"대구은행-핀크-SKT, 디지털금융 활성화 업무협약 체결"
541,"SK, ‘SKT 5GX 마법 사진관’ 이벤트 개최"
542," SKT, 5G·AI 내세워 글로벌 ICT 이정표 세운다"
543,"SKT, ‘푹·플로 앤 데이터’ 출시…콘텐츠 혜택 강화"
544," 쌍용차 유럽서 신형 코란도 출시..""글로벌판매 박차"" 外"
545,"SKT, 지자체·사회적 기업과 'ICT 돌봄 서비스' 시행"
546,보험회사 인슈어테크 활용…업무 활용도 UP
547,"SK·KT·LGU플러스, 다양한 이벤트 이어 기술 협력·평가 진행"
548,보험업계 '인슈어테크' 바람…IoT 활용 건강증진형 상품 개발
549,"SKT, AI 활용한 영어학습물 '윤선생 스피커북' 출시"
550,"AI스피커 ""독거 어르신 말벗된다""...SKT 'ICT 돌봄 서비스'"
551,인슈어테크에 꽂힌 보험사…비용절감·업무 효율화 높인다
552,디스플레이 결합.. 이통 3사 'AI 스피커 대전' 2R
553,"SKT, AI 오픈 플랫폼 공개..생태계 확장 시도(종합)"
554,"""112, 1332 전화도 의심하세요"" 정부, '보이스피싱 주의' 문자로 알..."
555, 보험사 미래 인슈어테크에 달렸다.
556,"SKT, AI 글로벌 인재 찾기.. 김윤 AI센터장이 직접 나서"
557,"SK-서울시, 5G 기반 대중교통 구축한다"
558,"SKT, 반도체 품질평가‧영상화질향상 AI 공개"
559,"현실·가상 넘나든다..SKT, 5G·AI 생활상 공개"
560,더 정확하고 빠르게…보험사에 ‘인슈어테크’ 바람 불어
561," ADT캡스, SKT 협업해 전남경총에 5G 융합보안 컨설팅"
562,"김연아, 아름다운 미모보다 예쁜 마음씨!!"
563,“문과생도 빅데이터 분야 취업할 수 있나요?”… 2019 한국경제 빅...
564,"서랍 속 흑백사진 선명하게…SKT, 5GX 마법 사진관 오픈"
565,"SK, 서울시와 버스-택시 '5G 기반대중교통' 추진"
566, 3사 '보는 AI 스피커' 각축전 점화
567, 장유성 SKT AI/Mobility 사업단장
568,영상 보여주고 사진까지 찰칵.. '五感만족 AI스피커' 쏟아진다
569, ‘SKT 5GX 마법 사진관’ 이벤트 실시
570,SKT·KT·LGU플러스 인공지능 스피커 고급화 경쟁 돌입
571,"옛 추억을 고화질로 생생하게…SKT, '5GX 마법 사진관' 이벤트 실시"
572,"SKT ""5GX 마법 사진관에서 옛 추억을 생생하게"""
573,​‘5G 효과’ 옛사진 화질 높인다…‘SKT 5GX 마법 사진관’으로 업...
574,"SKT, 미디어 품질 AI로 업그레이드 '슈퍼노바' 공개"
575," ""엄마 보고싶어""..독거 어르신, '누구 AI'에 묻다"
576,"SK, 'SKT 5GX 마법 사진관' 이벤트 진행"
577,"연세대 의료원에 SKT 5G망, 병실에는 '누구'"
578,"SKT·KT, '월드 IT쇼 2019'서 5G 혁신 서비스 과시한다"
579,"SKT·KT, 국내 ICT 전시회 '월드IT쇼' 참가..5G '이슈몰이'"
580,"SK, 'SKT 5GX 마법 사진관' 이벤트 시행"
581,"""직원월급으로 AI스피커 2100대 보급""..사회가치창출 나선 SKT"
582,"감성 공유 서비스 '세줄일기', SKT '누구'플레이 개발전서 1등"
583,SKT·지자체·사회적기업 'ICT 활용' 독거노인 돌봄 나선다(종합)
584,"SK-서울시, 5G와 ADAS 결합…‘5G 모빌리티 허브’ 조성"
585,"SKT, 5G.AI 혁신 기술로 글로벌 ICT 이정표를 세운다"
586,"SKT-연세대학교의료원, 국내 첫 ‘5G 디지털혁신병원’ 연다"
587,SKT “추억 닮긴 옛 사진 고화질로 바꿔드려요”
588,"호 SKT 사장 ""5G 기지국 설치에 13兆 투자"""
589,"SKT, 5GX 마법 사진관서 옛 사진 고화질로 업그레이드"
590,"보험업계, 인슈어테크 경쟁 대세...보험영업·신성장산업 동력"
591," “OO야, BTS 신곡 틀어줘” SKT ’누구‘ vs ..."
592,"SKT, AI 기반 새 음악 서비스 '플로' 출시"
593,"SK-서울시, 시내버스·택시 완전자율주행 시대 연다"
594,보험업계 인슈어테크 열풍...‘위험 줄이고 효율 높이고’
595,"옛 사진도 새 사진처럼!...SKT, ‘5GX 마법 사진관’ 이벤트 시행"
596,"위기의 보험업계, 인슈어테크로 돌파구 찾는다"
597,"SKT-KT, '월드 IT쇼 2019'서 혁신적 5G 선 봬"
598,"SKT, AI·데이터사이언티스트 등 New ICT 전문가 100명 한자리에"
599,"보험사, 핀테크 기술 융합 '인슈어테크' 활발"
600,가정의 달...오래된 사진의 선명한 추억 SKT 슈퍼노바가 되살린다
601,"SKT, 5G 기반 '디지털 혁신병원' 만든다"
602,"5G 기술, 체험으로 실감나게.. 일상 파고드는 이통사 마케팅"
603,"SK, 옛 사진을 생생하게...‘SKT 5GX 마법 사진관’ 서비스"
604,"SKT-연세대의료원, 5G 디지털혁신병원 구축 협약 체결"
605,가정의 달 최고의 선물 '에어가전'…대유위니아 매출효자 F4 주목
606,"SKT, 감성 공유 '세줄일기'에 누구 플레이 최우수상"
607,보이는 AI 스피커 시대 온다
608,"윤선생, SKT AI스피커 '누구' 결합한 '윤선생 스피커북' 출시"
609,"SKT, 연세대와 5G 병원 구축"
610,"SKT, '5GX 슈퍼노바' 기술로 옛 사진 화질 높이는 이벤트 개최"
611,"SKT, 누구 플레이 개발 공모전서 '윌림' 최우수상"
612,SKT·지자체·사회적기업 'ICT 활용' 독거노인 돌봄 나선다
613,"SKT, ‘월드 IT쇼 2019’서 '5G-AI-IoT' 혁신 서비스 선보여"
614,"뉴버스폰, LG V50 ThinQ 가격할인에 판매량 올라가 LG G7, V35, V40..."
615,"SKT, ‘월드 IT쇼 2019’서 5G·AI·IoT 서비스 선봬"
616,"SKT, AI 기술 현재와 미래 등 주제로 TEB 컨퍼런스 개최"
617,‘SKT 5GX 마법 사진관’에서 옛 추억을 생생하게..옛 사진 고화질...
618,"SKT, AI '누구' 플랫폼 개방"
619,"SKT, 연세의료원과 '5G 디지털 혁신병원' 만든다"
620,"SKT·현대차, 모빌리티 스타트업 육성"
621,홀몸 어르신 'AI 스피커'로 돌본다
622,"LG유플러스, 화면 탑재한 AI 어벤져스 풀었다"
623,"SKT, 연세의료원과 5G 혁신병원 구축"
624,SKT 누구플레이 개발 공모전 최우수상에 '세줄일기 감성 오디오'
625,"SKT, MWC서 AI 기반 미디어 품질개선 솔루션 '슈퍼노바' 공개"
626,"'세줄일기 감성 오디오', SKT 누구플레이 공모전 최우수상"
627,인슈어테크 적극 활용하는 보험사…상품개발·계약체결·고객관리 '...
628,홀로그램으로 환자 면회..SKT-연세의료원 '5G 병원' 구축
629," SK, 5G·AI·IoT 등 적용 '스마트 오피스..."
630,"SKT 'T맵', 하루 400만명 사용했다...""노하우와 고객 신뢰 쌓인 결과"""
631,"'세줄일기 감성 오디오', SKT 누구 플레이 공모전서 최우수상"
632,"칠레 대통령, SKT '티움' 방문"
633,"SKT, AI 스피커 '누구' 월간 실사용자 400만명 돌파"
634,"SK, '5GX 마법사진관' 방문객 10만명 돌파"
635,혼자 사는 어르신 말벗 되고 건강 챙기는 AI 온다
636,"AI스피커, 한차원 진화…SK ‘디스플레이’ 장착 ‘누구 네모..."
637,"SKT AI '누구' 오픈플랫폼 오늘 공개..""AI 대중화 선도"""
638,"SKT, MWC에서 AI 미디어 솔루션 '슈퍼노바' 공개"
639,SKT “T맵 일간 사용자 역대 최다 400만 돌파”
640,"SKT, 5G·AI 기반 오피스 선보여…수익모델은 ‘아직’"
641,"VR사격훈련·AR지휘통제훈련..SKT-軍, '스마트 육군사관학교' 개발"
642,"SKT, ‘월드 IT쇼 2019’서 5G·AI·IoT 관련 다양한 혁신 서비스 ..."
643,"보험사, 상품개발부터 고객관리까지 인슈테크 활용 ‘광범위’"
644,"SKT·KT, '월드IT'쇼서 5G 서비스 대거 선보여"
645,"보험업계, 인슈어테크 활용 통한 혁신적인 보험 서비스 추진"
646,"SKT ‘모바일 에지 컴퓨팅’, 글로벌 톱 수준 입증"
647,"연세의료원-SKT, (신축)용인세브란스병원에 국내 최초 5G 디지털혁..."
648,"SKT, 5G AI 혁신 기술로 글로벌 ICT 이정표 세운다"
649,"금감원·SKT, 'AI'로 보이스피싱 막는 서비스 개발"
650,SKT AI 스피커 '누구'로 윤선생 영어 듣는다
651,"“누구 플레이 만들자”…SKT, AI 오픈플랫폼 첫 공개"
652,"SKT, 5G·AI 적용한 스마트 오피스…그룹에서는 ‘외면’?"
653,"불붙은 AI 스피커 경쟁…이통 3사 ""키즈·차별화 콘텐츠로 승부"""
654,"SKT AI 누구 플레이 ""누구나 쉽게 만든다""..AI 생태계 선도"
655,5G시대에도..사 '감성광고'로 훈훈한 소통
656,"SKT, 5G 핵심기술 'MEC' 글로벌 우수성 입증"
657,SKT AI '누구'에 한컴 자동번역 '지니톡' 담는다
658,'감동으로 두드린다' 사 감성광고 주목
659,"이통3사, 디스플레이 AI 스피커로 3040 정조준…차별 콘텐츠는 ‘부..."
660,"SKT-하나금융 합작 핀크, AI 기반 맞춤형 적금 추천 제공"
661,"VR과 AI로 5G 왕좌의 게임 시작한 KT, SKT, LGU+"
662,"SKT, 용인세브란스에 5G 디지털 혁신병원 구축"
663,"SK, '기술이 이웃 되다' AI·IoT로 사회적 약자 돕고 일자리 ..."
664," SKT-하나·국민카드, 협력 '안갯속'"
665,VR·AR로 훈련..SKT '5G 스마트 육사' 만든다
666,"SKT '모바일 에지 컴퓨팅', 글로벌 톱 수준 입증"
667,"SKT, VR·AI가 펼치는 미래 생활 구현에 집중"
668,"SKT ""이제는 모빌리티""..서울모터쇼 참여"
669,"SKT, '독거노인 ICT돌봄' 개방..""함께 행복하자"""
670,SKT AI '누구' 플랫폼 개방..생태계 확장 나선다
671,"SKT ""AI로 범죄가능성 높은 곳에 경비 배치"""
672,화면 달린 AI스피커로 동심 사로잡기 나선다
673,"'독거노인 외로움' AI스피커로 달랜다..강남구, 무상지원"
674,강남구 독거노인 200명에 AI스피커 무상지원
675,"SKT, MWC에서 AI기반 미디어 솔루션 '슈퍼노바' 공개"
676,"SKT “5G 핵심 기술 MEC, 리딩 라이트 어워드 수상”"
677,"'가정의 달, 아빠의 청춘을 선명한 고화질로' SKT 5G 마법 사진관에..."
678,"SKT, AI 플랫폼 '누구' 브랜드 디자인 개편"
679,"SKT, 리딩 라이트 어워드 2019서 '혁신 MEC 전략' 선정"
680,中企 판로 돕자면서..338곳중 300곳 외면
681,"SKT의 모바일 에지 컴퓨팅, 美서 혁신성 인정받아"
682," 고성 어린이, 산불 피해 속에도 꿈 찾기 열중"
683,"SKT, 1분기 영업익 3226억…전년비 0.9% 감소"
684,사진으로 만나는 월드IT쇼 2019 SKT 전시관
685,"5G 황금시대 앞당기는 SKT '슈퍼노바', AI로 미디어 품질개선"
686,"SKT, 美서 가장 혁신적인 ‘모바일 에지 컴퓨팅’ 인정 받아"
687," ""윤선생""→헤이지니, ""공룡 들려줘""→핑크퐁..동심 잡은..."
688,SKT 1Q 영업익 3226억…전년比 0.9% 하락
689,"SKT, AI 오픈 플랫폼 '누구 디벨로퍼스' 일반 공개"
690,"SKT, 독거 어르신 돕는 'ICT 돌봄 서비스' 시행"
691,'보이스피싱' AI로 잡는다..SKT·금감원 공동 기술 개발
692,"SKT, 1Q 영업익 3226억원…전년比 0.9%↓"
693,"""어르신, 저희가 챙길게요""..SKT '누구' 독거노인 2100명 돌본다"
694,"SKT, AI 오픈플랫폼 일반에 공개"
695,"SKT, 1분기 영업익 3226억…수익 감소 완화"
696,"SKT, 1Q 영업익 3226억 기록…전년比 0.89%↓"
697,"SKT, AI 플랫폼 기업·개인에 개방"
698,"SKT, 1분기 영업익 3226억원···전년比 0.89%↓"
699,"SKT, AI플랫폼 '누구'에 한컴 자동통번역 '지니톡' 탑재"
700,"SKT, 1분기 영업익 3226억…전년비 0.9% 감소"
701,'SKT 옥수수+방송3사 푹' 합병 법인..신영證서 2000억 투자 유치
702,"SKT, 1Q 영업익 3226억원…전년 比 0.9% 감소"
703,"최초 '5G 병원' 탄생...SKT, 용인 세브란스 병원에 5G 구축"
704,"SKT, 현대차 함께 모빌리티 스타트업 키운다"
705,"SKT, 'ICT 돌봄 서비스'로 독거노인 외로움 달랜다"
706,"SKT ""AI, 경쟁사와 기술협업..서비스로 경쟁해야"""
707,"SKT 5G 핵심기술 'MEC', 美 리딩 라이트 어워드 혁신상 수상"
708,"SKT, 1분기 영업이익 3226억원…미디어·보안·커머스 '성장세'"
709,"SKT, AI 오픈플랫폼 '누구 디벨로퍼스' 공개"
710,"SKT, 지자체·사회적 기업과 'ICT 돌봄 서비스' 시행"
711,"SKT, MWC서 AI 기반 미디어 품질개선 솔루션 ‘슈퍼노바’ 공개"
712,'옛사진을 고화질로 본다' SKT 5GX 마법사진관 10만명 돌파
713,"현대차-SKT, 모빌리티 스타트업 육성 위해 '맞손'"
714," '콘텐츠 스모그'..SKT ""AI가 고객 취향따라 콘텐츠 추천"""
715," KT, 기가지니 부동산 서비스 '집비서' 출시…바로고, 일 ..."
716,2살 된 SKT AI '누구'..새 옷 입는다
717,이통사 ‘보이는 AI스피커’ 경쟁 돌입… 키즈시장 선점이 관건
718,"AI '2라운드' 시작...이통3사, '화면 일체형' 3파전"
719,"""독거노인 외로움 덜어주기""..SKT, AI스피커 2000대 지원"
720,"SKT, AI플랫폼 '누구'에 자동통번역 솔루션 '지니톡' 탑재"
721,"SKT, 1분기 영업익 전년수준…뉴ICT 재편 효과(상보)"
722,AI 스피커와 대화하면서 노인성 치매 예방한다
723,"신축 용인세브란스병원,5G·AI 등 ICT 솔루션 도입"
724," SKT, ‘리딩 라이트 어워드’서 ‘가장 혁신적 MEC..."
725,"""추억의 사진·영상, AI 이용 고화질로""… SK '5GX 마법 사진..."
726,"SKT 1Q 매출 전년대비 증가..""자회사 실적 개선 등 영향"""
727,"SKT 인공지능 스피커, 2100명 독거 노인 돌본다"
728,"SKT, AI·IoT 기반 독거노인 케어 등 '행복커뮤니티 프로젝트' 추진"
729,"SKT, 美 리딩 라이트 어워드 2019서 ‘가장 혁신적 에지 컴퓨팅 전..."
730,"SKT-연세의료원, 첫 5G 디지털혁신병원 만든다"
731,SKT 누구 플레이 개발 공모전 시상.. 사업화 지원
732,'모심기'도 자율주행시대
733,"연세의료원, 신축병원에 5G·AI 등 ICT 솔루션 도입"
734," SKT, 1분기 실적선방, 이동 수익 '줄고' 미디어ㆍ커머스..."
735,"SKT, 5G 동반성장 공간 '테크갤러리' 개소"
736,10대사 중 7곳 자체 플랫폼 개발…ICT社와 협업 ‘투트랙’
737,5G로 국방 분야 선도..SKT-육사 손잡았다
738,SKT 1Q 영업익 0.9%↓…5G·비인하·반도체 3중고
739,"SKT, AI 개발도구 전면 개방...""AI 생태계 선점"""
740,"SKT, 올 1분기 영업익 3천226억원···전년비 0.9% 감소"
741,"SKT-육사, '5G 스마트 육군사관학교' 구축"
742,"SKT, 육사와 맞손..스마트 군사교육 체계 구축"
743," SKT, AI 기반 음원 분리 기술 활용해 공동 사업 추진"
744,"SKT, 임시정부 단체사진 고화질 복원"
745,"삼성전자, 49인치 듀얼쿼드 게임용 모니터 출시 外"
746,"SKT, 1분기 매출 4조 3349억, 영업익 3226억원···""신규 사업 발..."
747, SKT '음성 AI·학습교재 결합' 윤선생 스피커북 출시
