,0
97,"시장심리 톱5, 현대중공업·전자·대우조선해양·..."
98,", 청소년 미술대회 개최…내달 5일까지 예선접수"
99,' QLED 8K'로 미술대회 작품 심사한다
100,"전자, 'QLED 8K TV'로 미술대회 작품 심사한다"
101,", 내달 5일까지 '제39회 청소년 미술대회' 예선 접수"
102, 청소년 미술대회서 ‘ QLED 8K’로 작품 심사
103,"금감원, 4년만에 금융권 종합검사 시작..'국민은행·한화·메리..."
104,미술대회 심사를  QLED TV로…왜?
105,"‘또 한 명의 심사위원’…전자, QLED 8K TV 미술대회 활용"
106,전자 QLED 8K TV로 미술대회 작품 심사
107," QLED 8K TV, 미술대회 작품 심사에 활용된다"
108,미술대회 작품 심사도  QLED 8K로
109," QLED 8K로 미술대회 심사…""국내 첫 시도"""
110, QLED 8K TV 활용한 고화질 이미지로 미술대회 심사
111,"전자 'QLED 8K TV', 청소년 미술대회 예선 심사에 활용된다"
112,미술대회 작품 심사도 이제  QLED 8K로
113,"전자 QLED 8K TV, ‘제39회 청소년 미술대회’예선 심사에 활용"
114,"전자,  QLED 8K TV 미술대회 작품 심사에 활용"
115,"'김한별 더블 더블' , 우리은행 제압하고 챔프전 진출"
116," QLED 8K TV, '제39회 청소년 미술대회' 예선 심사 활용"
117,"전자 QLED 8K TV, 미술 대회 예선 심사에 활용"
118,"“행복한 주인공으로 살아가기”..권영찬, 노동고용복지플러스 직원..."
119,"""암입원 금 달라"" 면담 요청받은 김용범 부위원장 '진땀'"
120, 윤회와 불멸
121," '생보 2위' 한화, 덩치 비해 부진한 성적 '대책 없나'"
122,‘내 손안의 '…핀테크·지문인식도 척척
123,"여자농구 신한은행,  꺾고 7연패 탈출..김연희 18점"
124,"단타스 27점..OK 저축은행, 에 시즌 첫 승"
125,"디레몬 "", 자동보장분석솔루션 레몬브릿지 도입"""
126,"금융 IFRS 10년, 어떻게 진화했나?…은행권 자체구축·권 대응 ..."
127,"'박혜진·빌링스' 맹활약 우리은행,  꺾고 PO 기선 제압"
128,"'김한별 27득점' , PO 2차전서 우리은행 제압"
129, '제39회 청소년 미술대회' 개최
130,"탈북 레슬링 유망주,  입단..""최초 올림픽 금메달 도전"""
131,"10대그룹 등기임원, 일반직원보다 '13.6배' 더 벌어"
132,'팔고 나면 나몰라' AS 없는  어찌하오리까
133,"10대그룹 경영진, 직원연봉 13.6배 가져간다"
134,", ‘제39회 청소년 미술대회’ 개최"
135,", 청소년 미술대회 개최···예선접수 시작"
136,", 제39회 청소년 미술대회 개최"
137,", '제39회 청소년 미술대회' 개최"
138, '제39회 청소년 미술대회' 개최
139,오늘의 간추린 키뉴스 (2019. 4. 24)
140, 미술대회 심사도 ' QLED 8K TV'로
141,① '반복된 거수기 논란' 금융사 부결안건 단 1건
142,", '제39회 청소년 미술대회' 개최"
143,", 청소년 미술대회 개최"
144,", KEB하나은행에 1점 차 신승..박하나 22점"
145,", 초·중·고 대상 '제39회 청소년 미술대회' 개최"
146,여자농구 6라운드 최우수선수에  배혜윤
147,", 벤처투자의 신기술투자조합에 495억 출자"
148,", 청소년 미술대회 개최"
149,"아날로그 일색 사 ""빅데이터 활용해 변한다""..DB손보, 사기 적..."
150,", 저해지환급형 종신 2종 출시"
151,미술대회 작품 심사도  QLED 8K로
152,", 청소년 미술대회 개최..4월5일까지 접수"
153,",  부문 경력사원 채용···9월 21일 접수마감"
154,", 39회 청소년 미술대회 개최"
155, '청소년 미술대회' 내달5일까지 학생 예선 접수
156,", 여자프로농구 2군 리그 우승..김나연 MVP"
157,미술대회 작품 심사도 전자 QLED 8K로!
158," QLED 8K TV, ‘청소년 미술대회’ 심사에 활용된다"
159,"박지현 첫 풀타임..우리은행, 미리 보는 PO서  제압"
160," QLED 8K, 미술대회 작품 심사에도 활용"
161, QLED 8K로 미술대회 작품 심사까지…
162,25개국 폐휴대전화 수거 .. 의 친환경 캠페인
163,"'25개국서 폐휴대전화 수거'.., 세계 '녹색경영' 캠페인"
164,"'박지수 26득점' 국민은행,  꺾고 먼저 웃었다"
165,"시장심리 톱5, 현대중공업·전자·대우조선해양·..."
166,", 청소년 미술대회 개최…내달 5일까지 예선접수"
167,' QLED 8K'로 미술대회 작품 심사한다
168,"전자, 'QLED 8K TV'로 미술대회 작품 심사한다"
169,", 내달 5일까지 '제39회 청소년 미술대회' 예선 접수"
170, 청소년 미술대회서 ‘ QLED 8K’로 작품 심사
171,"금감원, 4년만에 금융권 종합검사 시작..'국민은행·한화·메리..."
172,미술대회 심사를  QLED TV로…왜?
173,"‘또 한 명의 심사위원’…전자, QLED 8K TV 미술대회 활용"
174,전자 QLED 8K TV로 미술대회 작품 심사
175," QLED 8K TV, 미술대회 작품 심사에 활용된다"
176,미술대회 작품 심사도  QLED 8K로
177," QLED 8K로 미술대회 심사…""국내 첫 시도"""
178, QLED 8K TV 활용한 고화질 이미지로 미술대회 심사
179,"전자 'QLED 8K TV', 청소년 미술대회 예선 심사에 활용된다"
180,미술대회 작품 심사도 이제  QLED 8K로
181,"전자 QLED 8K TV, ‘제39회 청소년 미술대회’예선 심사에 활용"
182,"전자,  QLED 8K TV 미술대회 작품 심사에 활용"
183,"'김한별 더블 더블' , 우리은행 제압하고 챔프전 진출"
184," QLED 8K TV, '제39회 청소년 미술대회' 예선 심사 활용"
185,"전자 QLED 8K TV, 미술 대회 예선 심사에 활용"
186,"“행복한 주인공으로 살아가기”..권영찬, 노동고용복지플러스 직원..."
187,"""암입원 금 달라"" 면담 요청받은 김용범 부위원장 '진땀'"
188, 윤회와 불멸
189," '생보 2위' 한화, 덩치 비해 부진한 성적 '대책 없나'"
190,‘내 손안의 '…핀테크·지문인식도 척척
191,"여자농구 신한은행,  꺾고 7연패 탈출..김연희 18점"
192,"단타스 27점..OK 저축은행, 에 시즌 첫 승"
193,"디레몬 "", 자동보장분석솔루션 레몬브릿지 도입"""
194,"금융 IFRS 10년, 어떻게 진화했나?…은행권 자체구축·권 대응 ..."
195,"'박혜진·빌링스' 맹활약 우리은행,  꺾고 PO 기선 제압"
196,"'김한별 27득점' , PO 2차전서 우리은행 제압"
197, '제39회 청소년 미술대회' 개최
198,"탈북 레슬링 유망주,  입단..""최초 올림픽 금메달 도전"""
199,"10대그룹 등기임원, 일반직원보다 '13.6배' 더 벌어"
200,'팔고 나면 나몰라' AS 없는  어찌하오리까
201,"10대그룹 경영진, 직원연봉 13.6배 가져간다"
202,", ‘제39회 청소년 미술대회’ 개최"
203,", 청소년 미술대회 개최···예선접수 시작"
204,", 제39회 청소년 미술대회 개최"
205,", '제39회 청소년 미술대회' 개최"
206, '제39회 청소년 미술대회' 개최
207,오늘의 간추린 키뉴스 (2019. 4. 24)
208, 미술대회 심사도 ' QLED 8K TV'로
209,① '반복된 거수기 논란' 금융사 부결안건 단 1건
210,", '제39회 청소년 미술대회' 개최"
211,", 청소년 미술대회 개최"
212,", KEB하나은행에 1점 차 신승..박하나 22점"
213,", 초·중·고 대상 '제39회 청소년 미술대회' 개최"
214,여자농구 6라운드 최우수선수에  배혜윤
215,", 벤처투자의 신기술투자조합에 495억 출자"
216,", 청소년 미술대회 개최"
217,"아날로그 일색 사 ""빅데이터 활용해 변한다""..DB손보, 사기 적..."
218, ‘제39회 청소년 미술대회’ 개최
219,", '청소년 미술대회' 예선 참가자 내달 5일까지 모집"
220,", '제39회 청소년 미술대회' 개최"
221,"'특급 신인' 박지현 2쿼터 10점..우리은행,  제압"
222,", 제 39회 청소년 미술대회 개최…4월 5일까지 예선 접수"
223,", 4월 5일까지 ‘39회 청소년 미술대회’ 예선접수"
224,", 신기술·신사업 투자..성장기반 구축에 전력"
225,", 2차 연장 혈투 끝에 OK저축은행 제압..3연승"
226,"‘전략통’ 여승주 사장, 한화  혁신 진두지휘"
227, '제 39회 청소년 미술대회'...내달 5일까지 예선접수
228," 주식회사 카카오, (주)넥슨코리아, NHN한..."
229,치매 이어 암도 '출혈경쟁'..소비자에게도 毒될 수도
230,", 강원 산불 피해 지역에 총 20억원 지원"
231,"금감원, 3일 종합검사 선정지표 확정..즉시연금 등 제외 방침"
232,"여자농구 KB, 창단 첫 통합 우승..박지수 챔프전 MVP"
233,강원 산불피해 성금·구호품 지원 팔 걷은 財界
234,"신한지주_투심 약세 ,거래량 침체, 현재주가는 보통"
235,쏜튼·박지수 50점 합작..KB 'V1' 1승 남았다
236,"5G시대, 쇼핑마저 똑똑해진다"
237,"'쏜튼 37점' 여자농구 KB,  꺾고 10연승 질주"
238,"배혜윤, 개인 최다 31점.., 신한은행 잡고 3위 굳히기"
239,",  사파리 `라이프밸리` 오픈"
240,", 사파리 ‘라이프밸리’ 오픈"
241,"""韓 기업자산 집중도 낮은 편..KB·전자 등 합쳐도 하위권"""
242,금융권 '연봉킹' 정태영 현대카드 부회장..총 34억원 수령
243,  사파리 체험관 오픈
244," 허인 KB국민은행 행장,  혁신·신흥 시장 ..."
245,"장석훈 證 대표 ""창사 최대 실적..변화·혁신 무기로 역량 집중"""
246,"김보미 3점슛 4개.., OK저축은행 꺾고 맞대결 전승"
247," 배혜윤, WKBL 6라운드 최우수선수"
248,금융권 '연봉킹' 정태영 부회장..총 34억원 수령
249," 원기찬 카드 사장, DNA와 신사업으로 ..."
250,"“P2P 금융, 리스크관리에서 승부”…렌딩사이언스가 성공을 자신하..."
251,"여자농구 KB, 드디어 'V1'..창단 첫 통합 우승"
252,여자농구 염윤아 vs 박하나 '내가 진짜 우승 청부사'
253,'공통고객 성향 분석'이 학술연구?..정보보호 후퇴 우려
254," 현대백화점, 인터지스(주), (주)넥슨코리..."
255, 대기업도 흔들렸다.. 막강해진 회계 파워
256,"10대그룹 등기임원 평균 연봉, 일반 직원 13.6배 달해"
257,오늘의 부고 종합
258, 강두희씨 外
259," 조양호 회장, 美서 별세…다시 불붙은 ‘햄버거병’논란"
260,", 지난해 순익 1조7364억원..전년 동기比 37.5%↑"
261,"여자농구 , KEB하나은행 대파..김한별 트리플더블"
262, 강두희 씨 별세 外
263,", '장기요양+치매' 보장 종합간병 출시"
264,3월 28일 궂긴소식
265,강두희 별세·소영 소은 부친상·서경완 장인상 外
266,"여자농구 우리은행, 에 77-84 덜미..충격의 3연패"
267, 신한 성대규 대표 선임..전문가 CEO 경영승계
268,우리은행 '로열 로드'의 끝과 새로운 시작
269,"디레몬,  등 국내 10여개 사에 자동보장분석솔루션 도입"
270,"여자농구 , 신한은행에 2점 차 신승..박하나 27점"
271, KB국민은행·KEB하나은행·농협·신한은행·우리카드·...
272,"여자농구 KB,  꺾고 파죽의 6연승..쏜튼 31득점"
273,전담조직 만들고 전문가·기업과 협업...
274,"'약속의 2쿼터' , 신한은행 잡고 연패 탈출"
275,여자농구 챔프 2차전 시구는 걸그룹 위키미키 최유정
276, 금융계열사 첫 '여성 사내이사' 눈앞
277,",  사파리 체험관 오픈"
278,현대차 최고 땅부자
279,"인터브랜드, 대한민국 50대 브랜드에 CJ ENM·넷마블·DB손보·대림..."
280," 롯데홈쇼핑, 씨제이프레시웨이(주), CJ그..."
281,사 ‘10년 책임질 먹거리’ 서 찾는다
282,"디레몬부터 리치앤코까지, 인슈어테크 스타트업 '마이데이터' 준비 ..."
283,(60) 아시아 최고의 협동조합 금융사로 ...
284,", 강원도 산불 피해 지원 나선다"
285,BNK 썸 여자프로농구단 창단…유영주 감독-양지희·최윤아 코치 선임
286,"""자살유가족 43% 자살 진지하게 고민"""
287,"그룹, 성금 20억원 지원… 임직원 봉사단 파견"
288,탁구 남녀 국가대표팀 사령탑에 김택수·유남규 감독 선임
289,긴장감 고조되는 금융권.. 첫 타깃  유력
290,"여자농구 , OK저축은행에 완승..연패 탈출"
291,"여자농구 하나은행,  꺾고 3위 추격..'PO 보인다'"
292," 이건… 스마트폰 광고인가, 자동차 광고인가"
293,"김광수 농협금융 회장, ‘리딩금융’ 업적 쌓기 실패?"
294," 한화, 스타트업 육성·지원 프로그램 참가 모..."
295,"'박지수 MVP' 청주 KB, 창단 첫 통합우승 '감격'"
296,"은퇴 후 휴가 떠나는 임영희 ""이제 운동복 안 챙겨도 되겠죠"""
297,권에도 영업채널 혁신 물결 '모바일'에서 답 찾다
298,"KDB, 디레몬 자동보장분석솔루션 '레몬브릿지' 서비스 시작"
299,"손태승 ""非은행 적극 M&A""..윤석헌 ""도 종합검사"""
300,"'완전체' 탁구 대표팀, 6일 입촌..세계선수권 대비 담금질"
301,", 종합탁구선수권서 인삼공사 꺾고 2년 만에 정상 탈환"
302," 서울주택도시공사, NHN한국사이버결제(주)..."
303,"여자농구 , '꼴찌' 신한은행 꺾고 4연승"
304,현직 금융권 CEO 연봉킹은 정태영 부회장...현대카드ㆍ커머셜서 34억원
305,", 사파리 '라이프밸리' 오픈"
306,"·카드 '연봉킹', 정몽윤 현대해상 회장·원기찬 카드 사장"
307,"카드·사 대표, 불황 속 연봉은 금융권 ‘킹’"
308," 신창재 교보 회장, 벼랑 끝 사를 살린 '..."
309,"탁구 귀화선수 최효주, 세계선수권 출전..유은총·이시온 발탁"
310,"여자농구 최강 우리은행, 에 26점 차 완승"
311,"여자농구 KEB하나은행, 에 '4쿼터 대역전극'"
312,10명 중 7명 계좌 없어..'금융 불모지' 베트남에 ...
313,", 11일부터 대졸 신입공채 시작..올해 1만명 채용 예상"
314,"탁구 정영식, 세계선수권 대표선발전서 2R 1위로 태극마크"
315,"여자농구 , 결국 외인 교체..카리스마 펜 영입"
316,"여자농구 , '최강' 우리은행 10연승 저지"
317, 홍재은 NH농협 대표이사 사장
318,'금융 한국'을 움직이는 베스트 CEO..1위 윤종규 ...
319,"김가은 3점슛 9개..여자농구 1위 KB, 승리로 정규리그 피날레"
320,
321,"'김한별 더블더블' , OK저축은행에 대승"
322,10대 그룹 '방패막이' 사외이사 모시기 '여전'
323,"정일문 한국투자증권 사장,30년간 300만km 누빈 '..."
324,"박종복 SC제일은행 행장,11년 만에 본사 투자 이끌..."
325," 홍정희 부친, 박주영 부친, 강소영 부친, 나영수 모친"
326," 함영주 KEB하나은행 행장, 고졸 텔러에서 행장까..."
327,"시스메이트, 소니 플레이스테이션 매장·할인점에 ' 사이니지..."
328," KDB, 디레몬 자동보장분석솔루션 ‘레몬브릿지’ ..."
329,"여자농구 600경기 출전 앞둔 임영희, 다음 시즌 코치로 새 출발"
330,"국내 시총 100대기업 절반 영업이익 줄거나 적자..""울해 더 우울"""
331,"정태영 현대카드 부회장, 디자인 경영·문화 마케..."
332,", 대졸공채 접수 돌입..""1만명 채용문 열렸다"""
333," 김한 JB금융지주 회장, 중견 금융지주 키워낸 '전..."
334,3월28일 부음
335,작년 시총 100대 기업 영업익 들여다보니
336,"그룹, 상반기 대졸공채 접수 시작..1만명 통 큰 채용 門 '활짝"
337, 이근성(SK증권 청주지점 지점장)씨 모친상 外
338," 아시아나항공(주), (주)호텔롯데, 해비치..."
339, 류영상(대성삼경회계법인 이사)씨 부친상 외
340,", 대졸 신입 공채 모집 시작..상반기 채용 5000명 넘을 듯"
341,"""물산, 현금 4조원 확보..기업가치 올라갈 것""<하이투자증권>"
342,금융권도 챗봇 물결…·은행·카드도 도입 확대
343,·화재 영업조직 개편..'고객지원실 신설' '사업단 도입'
344," 원기찬 카드 사장 ""올해도 어렵다...신사업 발굴 적극"""
345,"韓은행, IMF때 태국철수 '부메랑'..""필요할때만 찾나"" 반감"
346,"김형진 신한금융투자 사장, 신한금융 비은행 부문 ..."
347," 정영채 NH투자증권 사장, '큰 형님' 리더십으로 '..."
348," 김정남 DB손해 사장, 업계 최장수 CEO..'인슈..."
349,"차태진 AIA 대표 ""성과 DNA 뿌리내려..1인당 생산성..."
350," 최현만 미래에셋대우 수석부회장, 창업 2년만에 '..."
351,"생보사 빅2, 화로 ‘실적 악화’ 파고 넘는다"
352,"정문국 오렌지라이프 사장, 업계 M&A 전문가....."
353," 김남구 한국투자금융지주 부회장, 전문 경영인보..."
354," 이용우 한국카카오은행 대표, 1년 만에 자산 45배..."
355," 최희문 메리츠종금증권 부회장, 구조화 금융의 달..."
356,"하만덕 미래에셋 부회장, 2016년 부회장 승진...."
357, 이진국 하나금융투자 사장 '제2의 전성기' 맞다
358,"조정호 메리츠금융지주 회장,2005년 계열분리..'인..."
359," 김도진 IBK기업은행 행장, 동반자금융으로 '중기 ..."
360," 최영무 화재 사장, '30년 화재맨'..'손보..."
361, 이현 키움증권 사장 '멈추지 않는 공격 경영'
362,"김창수  사장 “ 기술 앞으로 시장 판 바꿔,..."
363,"금감원, 첫 타깃  유력… 이르면 3월 종합검사 착수"
364,"개인이 투자한 상위 10개 중 6개 '하락'..""또 당했네"""
365,"KB, 13년 만에 여자농구 정규리그 제패"
366,국민 첫 'V1' vs 우리·의 첫 '반란'…WKBL '봄농구' 14일 스타트
367," 김용범 메리츠화재 부회장, 취임 이후 순이익 '퀀..."
368,"박지수, 최연소 1천리바운드·100스틸 위업..KB 14연승엔 실패"
369,"'탁구천재' 조대성, 수비 달인 주세혁 코치와 '사제 호흡'"
370,"  철號, 차별화 통해 초격차 선두..."
371, '20% 싼 료' 무해지환급형  가입할까? 말까?
372,"""2030 잡아라""..업계 미니 출시 '열풍'"
373,"카드 최초 女 사내이사 예고, 해외연기금 '반대'...왜?"
374,"작년 상장 5개 생보사, 설계사 줄고 정착률도 떨어져"
375,유튜브 100개 브랜드 채널을 보다
376,", 여성임원 전무급은 '넘사벽'?"
377," (주)LG화학, CJ그룹, 대성산업(주) 호텔사..."
378,"보람 할렐루야 탁구단, 종합선수권 '챔피언' 김동현 영입"
379,교보 직무급제· 직급 통일... 업계 ‘수평적 조직...
380,의료사각지대 희귀질환자에 희망 쏘다..재단 8년간 5000명 ...
381,"탁구 이상수·장우진·서효원·전지희, 세계선수권 출전 확정"
382,SBI저축은행 광고 금융권 유튜브 최다 조회수..의외네
383,"국회 업무보고 앞둔 금감원…종합검사, 즉시연금 준비 태세"
384,"임근배 '도발' ""우리은행, 빨리 휴가 보내주겠다"""
385,", 변액 펀드관리 서비스 도입"
386,"'첫 PO' 위성우 ""통합우승 트렌드, 우리은행이 깨고 싶다"""
387,특집-2030고객확보 전략 다양화···생보업계
388,"法 ""국가 메르스 역학조사 부실..104번 환자 유족에 1억 배상"""
389,"탁구 세계선수권 대표 선발 장우진 ""태극마크 책임감 느낀다"""
390,"환갑 맞은 , '100년 영속기업'으로.."
391,"WKBL, 봄농구 시작됩니다!"
392,"여자농구 플레이오프 시작, '실력도 미모도 활짝~'"
393,여자농구 베스트5!
394," , AI 챗봇 ‘따봇' 호평…통큰 투자..."
395,"탁구 귀화 선수들, 세계선수권 출전 티켓 놓고 '엇갈린 희비'"
396," 네이버(주), (주)한화, (주)현대리바트, (..."
397,"'최우수 외국인' 쏜튼 ""…안덕수 감독님 사랑해요"""
398,"윤석헌 금감원장 ""키코·즉시연금 등 분쟁 대응…불합리한 부분 검..."
399," 전자 2629억, SK이노베이션 116억..."
400,"한국여성단체연합, 한동대·경북대 등 ‘성평등 걸림돌’로 선정"
401,"KB '무패' 이끈 쏜튼, 여자농구 5라운드 MVP 선정"
402,"그룹, 2019 상반기 대졸공채 … 1만명 통 큰 채용 門 ‘열릴까’"
403,"박혜진의 당찬 출사표 ""영희 언니와 챔프전까지 갈 것"""
404,"박지수·쏜튼 더블더블..KB, OK저축은행 꺾고 선두 수성"
405,"'역대 최연소 MVP' 박지수, 6개 타이틀 석권…'농구 여왕' 입증"
406," 채용 11일 스타트, ""학점 낮아도 OK, 어학 점수 필수, 직무 능..."
407," 대기업·공기업 '상반기 신입사원 채용', 접수 마감일..."
408,10대 그룹 총수 배당 역대 최대..이건희 회장 4700억원 수령
409,"'첫 우승 도전' 안덕수 감독 ""V1, 반드시 달성하겠다"""
410,"그룹, 상반기 대졸 공채 접수 시작…19일 마감"
411,"그룹, 상반기 대졸 공채 모집 시작… 올해 채용 규모는 1만명 예상"
412,배당금 5천억 육박 ' 이건희'..배당증가율 1위는 놓쳤다
413,"한화손보·라이프플래닛,  전업 사로 핀테크 새 바람"
414," CJ, 유통·미디어까지  대전환 할것"
415,"부영그룹, 잇단 사회공헌 활동 강화 눈길"
416,"그룹, 대졸공채 접수 시작...1만명, 채용문 활짝"
417,"그룹, 상반기 공채 서류접수 시작"
418,"그룹, 상반기 대졸 신입사원 공채 서류접수 시작"
419, 택스스페셜리스트…‘안만식’ 이현세무법인 대표
420,그룹 채용문 열렸다…공채 서류접수 시작
421,", 올 상반기 계열사별 3급 신입 공채 시작..채용일정은?"
422,"탁구 최효주, 대표 최종 선발전서 '16전 전승 태극마크'"
423,그룹 11일부터 입사원서 접수...올해 상반기 5000명 넘길듯
424,"여자농구 KB-우리은행, 9일 청주서 맞대결..1위 다툼 분수령"
425,"'이공계 텃밭' 그룹 공채 시작... 직무평가강화·학점 불문, 어..."
426,", 대졸 신입 공채 시작…올해 1만명 채용 예상"
427,"그룹, 올해 상반기 대졸 신입사원 공채 서류접수 시작…19일 마감"
428,"그룹, 2019 상반기 대졸공채 접수 시작"
429,"그룹, 오늘(11일)부터 2019 상반기 대졸 공채 접수...19일 일괄..."
430,", 공채 전형 시작..올해 최대 1만명 채용 전망"
431,", 2019 상반기 공채 오늘(11일)부터 계열사별로 접수 시작… 삼..."
432,", 대졸 신입 공채 모집 시작"
433,"김택수·유남규 감독, 탁구 대표팀 사령탑 선임"
434,"그룹, 상반기 대졸공채 접수 시작…""1만명 통 큰 '채용門' 열릴까"""
435,"KG제로인, 2019 대한민국 펀드 어워즈 개최"
436, 전자·YG엔터테인먼트 등 484개사 예정
437,"전자 등 484개사, 3월 넷째주에 정기주총 개최"
438,"김서원 대표, 얼굴 소통 심리학 출간"
439," NHN Entertainment, (주)케이티, 현대자동..."
